"コード
4桁",バス停・駅電停・港・空港名,ターミナル種類・鉄道路線等,地域,住所,備考
7569,養父,,倉敷市,倉敷市玉島乙島,
7570,山際,,倉敷市,倉敷市児島下の町４丁目,
7571,やまな内科整形外科前,,倉敷市,倉敷市児島下の町１０丁目１,
7572,由加山,,倉敷市,倉敷市児島由加,
7573,由加山自然の家前,,倉敷市,倉敷市児島由加,
7574,由加登山口,,倉敷市,倉敷市児島田の口４丁目,
7575,由加中の口,,倉敷市,倉敷市児島田の口５丁目,
7576,ゆめタウン倉敷,,倉敷市,倉敷市笹沖,
7577,吉岡,,倉敷市,倉敷市吉岡,
7578,吉田,,倉敷市,倉敷市中庄,
7579,呼松,,倉敷市,倉敷市呼松１丁目,
7580,ライフパーク倉敷入口,,倉敷市,倉敷市福田町古新田,
7581,ライフパーク倉敷西入口（福田中学校前）,,倉敷市,倉敷市福田町古新田,
7582,リハビリテーション病院,,倉敷市,倉敷市笹沖,
7583,老人福祉センター,,倉敷市,倉敷市真備町市場,
7584,六間川,,倉敷市,倉敷市帯高,
7585,和井田,,倉敷市,倉敷市児島下の町２丁目３,
7586,和井田南,,倉敷市,倉敷市児島下の町２丁目,
7587,若葉台集会所前,,倉敷市,倉敷市真備町上二万,
7588,若葉台第２公園下,,倉敷市,倉敷市真備町上二万,
7589,若葉台第３公園前,,倉敷市,倉敷市真備町上二万,
7590,脇本陣跡,,倉敷市,倉敷市真備町川辺,
7591,和久庄屋前,,倉敷市,倉敷市下庄,
7592,鷲羽山北,,倉敷市,倉敷市大畠,
7593,鷲羽山第二展望台,,倉敷市,倉敷市大畠,
7594,鷲羽山ハイランド遊園地前,,倉敷市,倉敷市下津井吹上,
7595,鷲羽ハイランドボウル前,,倉敷市,倉敷市児島赤崎,
7596,鷲羽ハイランドホテル前,,倉敷市,倉敷市下津井吹上,
7597,わたなべ生鮮館上の町店前,,倉敷市,倉敷市児島上の町１丁目１４,
7598,わたなべ生鮮館菰池店前（菰池一丁目）,,倉敷市,倉敷市菰池１丁目２,
7599,あおいハイツ西,,総社市,総社市久代,
7600,あおいハイツ東,,総社市,総社市久代,
7601,明見橋,,総社市,総社市日羽,
7602,天原,,総社市,総社市井手,
7603,池田支所前,,総社市,総社市見延,
7604,井尻野,,総社市,総社市井尻野,
7605,植松,,総社市,総社市美袋,
7606,影平,,総社市,総社市槇谷,
7607,梶木,,総社市,総社市槁,
7608,上原口,,総社市,総社市上原,
7609,栢谷,,総社市,総社市槇谷,
7610,上林口,,総社市,総社市金井戸,
7611,北谷,,総社市,総社市延原,
7612,木戸,,総社市,総社市下倉,
7613,槻渡,,総社市,総社市美袋,
7614,久代橋,,総社市,総社市久代,
7615,槁,,総社市,総社市槁,
7616,槁公会堂,,総社市,総社市槁,
7617,県立大学入口,,総社市,総社市窪木,
7618,公会堂前,,総社市,総社市種井,
7619,豪渓駅口,,総社市,総社市宍粟,
7620,河本,,総社市,総社市新本,
7621,紅葉橋,,総社市,総社市槇谷,
7622,さかえ外科,,総社市,総社市真壁,
7623,栄町,,総社市,総社市総社１丁目,
7624,作原,,総社市,総社市日羽,
7625,作原口,,総社市,総社市日羽,
7626,三軒茶屋,,総社市,総社市種井,
7627,サンロード吉備路,,総社市,総社市三須,
7628,サンワーク総社,,総社市,総社市真壁,
7629,市場（槇谷）,,総社市,総社市槇谷,
7630,市場（新本）,,総社市,総社市新本,
7631,下倉支所,,総社市,総社市下倉,
7632,下倉橋,,総社市,総社市美袋,
7633,市役所前,,総社市,総社市中央１丁目,
7634,商工会館前,,総社市,総社市中央６丁目９,
7635,昭和小学校前,,総社市,総社市美袋,
7636,真光寺口,,総社市,総社市久代,
7637,新本,,総社市,総社市新本,
7638,新本小学校入口,,総社市,総社市新本,
7639,新町,,総社市,総社市南溝手,
7640,杉,,総社市,総社市下倉,
7641,菅口,,総社市,総社市延原,
7642,総社駅,,総社市,総社市駅前１丁目,
7643,総社大橋西詰,,総社市,総社市富原,
7644,総社市役所,,総社市,総社市中央１丁目,
7645,総社小学校前,,総社市,総社市総社２丁目,
7646,総社中学校前,,総社市,総社市秦,
7647,総社南高北,,総社市,総社市三輪,
7648,湛井,,総社市,総社市井尻野,
7649,種井,,総社市,総社市種井,
7650,田町,,総社市,総社市中央２丁目１７,
7651,中銀前（中央）,,総社市,総社市中央２丁目,
7652,中銀前（美袋）,,総社市,総社市美袋,
7653,塚元,,総社市,総社市宍粟,
7654,鉄工団地前,,総社市,総社市真壁,
7655,出張,,総社市,総社市井手,
7656,寺畑,,総社市,総社市下倉,
7657,富尾団地,,総社市,総社市岡谷,
7658,友野商店,,総社市,総社市岡谷,
7659,中島,,総社市,総社市見延,
7660,中須賀団地前,,総社市,総社市門田,
7661,中村（槇谷）,,総社市,総社市槇谷,
7662,中村（東阿曽）,,総社市,総社市東阿曽,
7663,中屋,,総社市,総社市槇谷,
7664,長良,,総社市,総社市長良,
7665,薙田,,総社市,総社市新本,
7666,難波池,,総社市,総社市久代,
7667,西阿曽口,,総社市,総社市東阿曽,
7668,西郡,,総社市,総社市西郡,
7669,西坂台1,,総社市,総社市西坂台,
7670,西坂台2,,総社市,総社市西坂台,
7671,西小学校前,,総社市,総社市久代,
7672,農協前,,総社市,総社市美袋,
7673,延原口,,総社市,総社市種井,
7674,秦,,総社市,総社市上原,
7675,浜,,総社市,総社市種井,
7676,東国分寺団地,,総社市,総社市宿,
7677,東総社,,総社市,総社市総社２丁目,
7678,東中学校前,,総社市,総社市中央４丁目,
7679,平山,,総社市,総社市宿,
7680,日羽,,総社市,総社市日羽,
7681,船山,,総社市,総社市久代,
7682,別所,,総社市,総社市久代,
7683,本村,,総社市,総社市見延,
7684,廻り渕,,総社市,総社市東阿曽,
7685,三木,,総社市,総社市見延,
7686,水内小前,,総社市,総社市種井,
7687,水別,,総社市,総社市岡谷,
7688,美袋駅,,総社市,総社市美袋,
7689,美袋駅前,,総社市,総社市美袋,
7690,美袋上,,総社市,総社市美袋,
7691,三宅酒造,,総社市,総社市宿,
7692,村上産業,,総社市,総社市宿,
7693,目田,,総社市,総社市秦,
7694,門田,,総社市,総社市門田,
7695,八重栗,,総社市,総社市槇谷,
7696,保木,,総社市,総社市見延,
7697,柳谷,,総社市,総社市日羽,
7698,薮田,,総社市,総社市見延,
7699,山田,,総社市,総社市山田,
7700,山手出張所,,総社市,総社市地頭片山,
7701,山之端,,総社市,総社市井尻野,
7702,郵便局,,総社市,総社市地頭片山,
7703,郵便局前,,総社市,総社市総社１丁目１,
7704,横田,,総社市,総社市久代,
7705,竜王,,総社市,総社市山田,
7706,JAライスセンター,,津山市,津山市加茂町齋野谷,
7707,青柳,,津山市,津山市加茂町青柳,
7708,青柳口,,津山市,津山市加茂町青柳,
7709,阿蔵,,津山市,津山市加茂町河井,
7710,浅鳥集会所前,,津山市,津山市下高倉東,
7711,旭橋,,津山市,津山市押入,
7712,あば温泉前,,津山市,津山市阿波,
7713,尼子,,津山市,津山市小桁,
7714,綾部,,津山市,津山市綾部,
7715,アルネ津山,,津山市,津山市吹屋町,
7716,アルネ前,,津山市,津山市吹屋町,
7717,阿波支所前,,津山市,津山市阿波,
7718,イオン津山店前,,津山市,津山市河辺,
7719,池ヶ原,,津山市,津山市池ケ原,
7720,池ヶ原東,,津山市,津山市池ケ原,
7721,一宮局前,,津山市,津山市一宮,
7722,一宮小入口,,津山市,津山市東一宮５１,
7723,一宮小学校前,,津山市,津山市東一宮８５,
7724,一宮保育所前,,津山市,津山市東一宮,
7725,一ノ渡,,津山市,津山市阿波,
7726,市場,,津山市,津山市市場,
7727,一方,,津山市,津山市一方,
7728,一方公会堂,,津山市,津山市一方,
7729,一方中,,津山市,津山市一方,
7730,井の口,,津山市,津山市津山口,
7731,岩屋谷口,,津山市,津山市中北上,
7732,院庄インター,,津山市,津山市院庄,
7733,院庄駅口,,津山市,津山市二宮,
7734,院庄駅前,,津山市,津山市院庄,
7735,院庄北公民館口,,津山市,津山市院庄,
7736,院庄郵便局前,,津山市,津山市院庄,
7737,ウエストランド,,津山市,津山市二宮,
7738,ウエストランド前,,津山市,津山市二宮,
7739,上村,,津山市,津山市上村,
7740,宇野,,津山市,津山市加茂町宇野,
7741,宇野橋,,津山市,津山市加茂町宇野,
7742,梅の里公園入口,,津山市,津山市神代,
7743,駅見橋入口,,津山市,津山市加茂町桑原,
7744,榎,,津山市,津山市上田邑,
7745,榎口,,津山市,津山市上田邑,
7746,追分原,,津山市,津山市坪井上,
7747,大岩,,津山市,津山市大岩,
7748,大ヶ原,,津山市,津山市加茂町知和,
7749,大久保記念碑,,津山市,津山市久米川南,
7750,大高下,,津山市,津山市阿波,
7751,大崎,,津山市,津山市中原,
7752,大杉公会堂前,,津山市,津山市阿波,
7753,大田,,津山市,津山市大田,異字注意
7754,太田,,津山市,津山市川崎,異字注意
7755,大手町,,津山市,津山市大手町,
7756,大西,,津山市,津山市杉宮,
7757,大橋（加茂町）,,津山市,津山市加茂町行重,
7758,大橋（材木町）,,津山市,津山市材木町,
7759,大畑,,津山市,津山市阿波,
7760,大町橋,,津山市,津山市田熊,
7761,大渡橋,,津山市,津山市平福,
7762,岡本,,津山市,津山市加茂町宇野,
7763,沖田,,津山市,津山市加茂町公郷,
7764,奥津川,,津山市,津山市奥津川,
7765,小桁,,津山市,津山市小桁,
7766,小桁下,,津山市,津山市小桁,
7767,押入中,,津山市,津山市押入,
7768,押渕上,,津山市,津山市押渕,
7769,押渕下,,津山市,津山市押渕,
7770,押渕中,,津山市,津山市押渕,
7771,尾所川口,,津山市,津山市阿波,
7772,小田中,,津山市,津山市小田中,
7773,小田中局前,,津山市,津山市小田中,
7774,小田中郵便局前,,津山市,津山市小田中,
7775,御旅所,,津山市,津山市小田中,
7776,落合口,,津山市,津山市阿波,
7777,小野形成外科前,,津山市,津山市山下,
7778,小原（阿波）,,津山市,津山市阿波,
7779,小原（小原）,,津山市,津山市小原,
7780,小原（瓜生原）,,津山市,津山市瓜生原,
7781,小原東,,津山市,津山市上河原,
7782,鶴山交番前,,津山市,津山市山下,
7783,鶴山小学校前,,津山市,津山市志戸部,
7784,鶴山団地口,,津山市,津山市上河原,
7785,勝部,,津山市,津山市勝部,
7786,勝部神社前,,津山市,津山市勝部,
7787,金原,,津山市,津山市上横野,
7788,金光下,,津山市,津山市二宮,
7789,金屋,,津山市,津山市金屋,
7790,兼田中,,津山市,津山市川崎,
7791,兼田橋,,津山市,津山市川崎,
7792,上畝,,津山市,津山市下横野,
7793,上小原,,津山市,津山市小原,
7794,上加茂農協,,津山市,津山市加茂町知和,
7795,上河原,,津山市,津山市上河原,
7796,上河原上,,津山市,津山市上河原,
7797,上河原中,,津山市,津山市上河原,
7798,上野田,,津山市,津山市上野田,
7799,上横野,,津山市,津山市上横野,
7800,加茂駅前,,津山市,津山市加茂町桑原,
7801,加茂支所,,津山市,津山市加茂町小中原,
7802,加茂小学校,,津山市,津山市加茂町塔中,
7803,加茂苑,,津山市,津山市加茂町小中原,
7804,加茂中学校,,津山市,津山市加茂町桑原,
7805,加茂保育園,,津山市,津山市加茂町小中原,
7806,茅町,,津山市,津山市茅町８５－３４,
7807,河合中,,津山市,津山市加茂町河井,
7808,河井橋,,津山市,津山市加茂町河井,
7809,川崎,,津山市,津山市川崎,
7810,川中山王,,津山市,津山市押渕,
7811,河辺,,津山市,津山市河辺,
7812,河辺北,,津山市,津山市河辺,
7813,河辺西,,津山市,津山市河辺,
7814,川西口,,津山市,津山市下田邑,
7815,川東,,津山市,津山市市場,
7816,観音寺,,津山市,津山市山方,
7817,観光センター前,,津山市,津山市山下,
7818,神田（阿波）,,津山市,津山市阿波,
7819,神田（山方）,,津山市,津山市山方,
7820,岸添橋,,津山市,津山市油木下,
7821,岸本橋,,津山市,津山市加茂町中原,
7822,キシヤ前,,津山市,津山市加茂町桑原,
7823,北畝,,津山市,津山市一色,
7824,北町,,津山市,津山市北町,
7825,北中須賀,,津山市,津山市宮尾,
7826,北の街,,津山市,津山市東一宮,
7827,木梨,,津山市,津山市山方,
7828,木の平,,津山市,津山市福田,
7829,希望ヶ丘ホスピタル,,津山市,津山市田町,
7830,喬松小学校入口,,津山市,津山市坪井下,
7831,京原,,津山市,津山市草加部,
7832,京町,,津山市,津山市京町,
7833,玉琳,,津山市,津山市川崎,
7834,公郷,,津山市,津山市加茂町公郷,
7835,草加部,,津山市,津山市草加部,
7836,草加部上,,津山市,津山市草加部,
7837,国広,,津山市,津山市大篠,
7838,久米,,津山市,津山市中北下,
7839,久米運動公園入口,,津山市,津山市中北下,
7840,久米支所前,,津山市,津山市南方中,
7841,グリーンヒルズ入口,,津山市,津山市大田,
7842,暮床,,津山市,津山市加茂町黒木,
7843,黒木中,,津山市,津山市加茂町黒木,
7844,桑原上,,津山市,津山市加茂町桑原,
7845,桑村上,,津山市,津山市桑上,
7846,桑村下,,津山市,津山市桑下,
7847,グンゼ前,,津山市,津山市二宮,
7848,県営団地前,,津山市,津山市林田,
7849,工業高校前,,津山市,津山市山北,
7850,神代,,津山市,津山市神代,
7851,幸田橋,,津山市,津山市中北下,
7852,河面,,津山市,津山市河面,
7853,向陽小学校前,,津山市,津山市二宮,
7854,光陽台前,,津山市,津山市金井,
7855,コープ林田前,,津山市,津山市林田,
7856,国府跡,,津山市,津山市総社,
7857,国分寺,,津山市,津山市国分寺,
7858,小中原公会堂,,津山市,津山市加茂町小中原,
7859,斎ノ谷,,津山市,津山市加茂町齋野谷,
7860,裁判所前,,津山市,津山市椿高下,
7861,坂上,,津山市,津山市坂上,
7862,作楽神社口,,津山市,津山市院庄,
7863,作楽神社前,,津山市,津山市院庄,
7864,作陽学園前,,津山市,津山市横山,
7865,作陽高校前,,津山市,津山市横山,
7866,幸の宮前,,津山市,津山市西田辺,
7867,里公文,,津山市,津山市里公文,
7868,里公文北口,,津山市,津山市神代,
7869,里公文南口,,津山市,津山市里公文,
7870,佐良山,,津山市,津山市高尾,
7871,佐良山駅口,,津山市,津山市高尾,
7872,佐良山小学校前,,津山市,津山市皿,
7873,佐良山診療所口,,津山市,津山市皿,
7874,産業・流通センター,,津山市,津山市戸島,
7875,山下,,津山市,津山市山下,
7876,市営院庄団地口,,津山市,津山市院庄,
7877,市営住宅口,,津山市,津山市院庄,
7878,自動車学校入口,,津山市,津山市野介代,
7879,自動車教習所前,,津山市,津山市野介代,
7880,志戸部,,津山市,津山市志戸部,
7881,志戸部下,,津山市,津山市志戸部,
7882,志戸部中,,津山市,津山市志戸部,
7883,志戸部東,,津山市,津山市志戸部,
7884,倭文,,津山市,津山市里公文,
7885,下畝,,津山市,津山市下横野,
7886,下押入,,津山市,津山市押入,
7887,下小原,,津山市,津山市小原,
7888,下沢口,,津山市,津山市阿波,
7889,下高倉東,,津山市,津山市下高倉東,
7890,下津川,,津山市,津山市加茂町下津川,
7891,下土居,,津山市,津山市下高倉西,
7892,下野田,,津山市,津山市下野田,
7893,下長谷,,津山市,津山市南方中,
7894,下原,,津山市,津山市加茂町成安,
7895,下行重,,津山市,津山市加茂町楢井,
7896,市役所西,,津山市,津山市山北,
7897,衆楽園市役所前,,津山市,津山市山北,
7898,宿口,,津山市,津山市上田邑,
7899,正念寺,,津山市,津山市加茂町公郷,
7900,勝北支所前,,津山市,津山市新野東,
7901,勝北中学校前,,津山市,津山市坂上,
7902,食品市場前,,津山市,津山市津山口,
7903,城北橋,,津山市,津山市林田,
7904,新兼田橋,,津山市,津山市河辺,
7905,森林管理署前,,津山市,津山市小田中,
7906,菅田,,津山市,津山市高野山西,
7907,スポーツセンター,,津山市,津山市紫保井,
7908,スポーツセンター入口,,津山市,津山市勝部,
7909,清眼寺口,,津山市,津山市神戸,
7910,誠道小学校前,,津山市,津山市久米川南,
7911,成名小学校前,,津山市,津山市野村,
7912,清龍寺前,,津山市,津山市河面,
7913,瀬戸,,津山市,津山市下田邑,
7914,総社,,津山市,津山市山北７２－２,
7915,ソシオ一番街,,津山市,津山市堺町１２,
7916,大吉,,津山市,津山市大吉,
7917,大ヶ山口,,津山市,津山市阿波,
7918,大将軍,,津山市,津山市加茂町河井,
7919,だ阿,,津山市,津山市加茂町楢井,
7920,高尾橋,,津山市,津山市皿,
7921,高倉公民館前,,津山市,津山市下高倉西,
7922,高倉東,,津山市,津山市下高倉東,
7923,高倉保育園前,,津山市,津山市下高倉西,
7924,高杉団地入口,,津山市,津山市押入,
7925,高田,,津山市,津山市下横野,
7926,高田神社入口,,津山市,津山市下横野,
7927,高田神社前,,津山市,津山市下横野,
7928,高田幼稚園前,,津山市,津山市下横野,
7929,高野駅前,,津山市,津山市高野本郷,
7930,高野下,,津山市,津山市高野本郷,
7931,高野小学校前,,津山市,津山市高野本郷,
7932,高野神社鳥居前,,津山市,津山市二宮,
7933,高野団地,,津山市,津山市高野山西,
7934,高野農協前,,津山市,津山市高野本郷,
7935,滝尾駅口,,津山市,津山市堀坂,
7936,塔中上,,津山市,津山市加茂町塔中,
7937,竜の口,,津山市,津山市一宮,
7938,建石,,津山市,津山市押入,
7939,田熊,,津山市,津山市下野田,
7940,田熊会館前,,津山市,津山市田熊,
7941,田熊橋,,津山市,津山市田熊,
7942,田町,,津山市,津山市田町,
7943,田邑農協前,,津山市,津山市下田邑,
7944,段,,津山市,津山市阿波,
7945,茶屋林,,津山市,津山市楢,
7946,中正小学校前,,津山市,津山市宮部下,
7947,町民グランド,,津山市,津山市加茂町中原,
7948,知和駅,,津山市,津山市加茂町小渕,
7949,知和橋,,津山市,津山市加茂町知和,
7950,知和保育園,,津山市,津山市加茂町知和,
7951,筒ヶ崎,,津山市,津山市東田辺,
7952,坪井,,津山市,津山市坪井下,
7953,坪井駅前,,津山市,津山市坪井下,
7954,坪井局前,,津山市,津山市坪井下,
7955,坪井下,,津山市,津山市坪井下,
7956,ツモク前,,津山市,津山市一方,
7957,津山インター,,津山市,津山市河辺,
7958,津山インター（イオン津山店）,,津山市,津山市河辺,
7959,津山駅,,津山市,津山市大谷・横山,バス停分散により住所が異なる
7960,津山北,,津山市,津山市小原,
7961,津山口駅前,,津山市,津山市津山口,
7962,津山警察署口,,津山市,津山市林田,
7963,津山高専前,,津山市,津山市沼,
7964,津山消防署前,,津山市,津山市林田,
7965,津山第一病院,,津山市,津山市中島,
7966,津山中央記念病院前,,津山市,津山市二階町,
7967,津山中央病院,,津山市,津山市押入,
7968,津山パーキング,,津山市,津山市一方,
7969,津山東高校,,津山市,津山市林田,
7970,津山東高校前,,津山市,津山市林田,
7971,鉄砲町,,津山市,津山市鉄砲町,
7972,天神橋,,津山市,津山市西新町,
7973,樋村橋,,津山市,津山市阿波,
7974,東西橋,,津山市,津山市加茂町桑原,
7975,百々,,津山市,津山市加茂町百々,
7976,十田,,津山市,津山市大篠,
7977,戸賀,,津山市,津山市加茂町戸賀,
7978,戸賀上,,津山市,津山市加茂町戸賀,
7979,徳守神社前,,津山市,津山市福渡町,
7980,戸島,,津山市,津山市戸島,
7981,友次橋,,津山市,津山市桑下,
7982,戸脇,,津山市,津山市戸脇,
7983,中島病院前,,津山市,津山市田町,
7984,中畝,,津山市,津山市一色,
7985,中之町,,津山市,津山市中之町,
7986,中之町局前,,津山市,津山市中之町,
7987,中原,,津山市,津山市中原,
7988,中村,,津山市,津山市加茂町青柳,
7989,中山神社前,,津山市,津山市一宮,
7990,楢,,津山市,津山市楢,
7991,楢井前,,津山市,津山市加茂町楢井,
7992,新野,,津山市,津山市新野東,
7993,新野桜橋,,津山市,津山市堀坂,
7994,西今町,,津山市,津山市西今町,
7995,西岡橋,,津山市,津山市福井,
7996,西上,,津山市,津山市西上,
7997,西新町,,津山市,津山市西新町,
7998,西田辺,,津山市,津山市西田辺,
7999,西中入口,,津山市,津山市二宮,
8000,西中学校口,,津山市,津山市二宮,
8001,西中,,津山市,津山市西中,
8002,西農協,,津山市,津山市加茂町中原,
8003,西山方,,津山市,津山市山方,
8004,西山上,,津山市,津山市綾部,
8005,西山口,,津山市,津山市綾部,
8006,西峪集会所前,,津山市,津山市草加部,
8007,西吉田,,津山市,津山市西吉田,
8008,ニッポウ（旧日本鋪道）,,津山市,津山市戸脇,
8009,二宮山西,,津山市,津山市二宮,
8010,二本木,,津山市,津山市下高倉西,
8011,日本原,,津山市,津山市日本原,
8012,日本原東,,津山市,津山市日本原,
8013,日本原病院,,津山市,津山市日本原,
8014,沼自動車学校前,,津山市,津山市大田,
8015,沼住居跡入口（津山高専入口）,,津山市,津山市紫保井,
8016,農協会館前,,津山市,津山市横山,
8017,宇才谷,,津山市,津山市野介代,
8018,野介代,,津山市,津山市野介代,
8019,野介代公会堂,,津山市,津山市野介代,
8020,野介代団地入口,,津山市,津山市野介代６０５－２,
8021,野介代南,,津山市,津山市野介代,
8022,野介代団地,,津山市,津山市野介代,
8023,野田,,津山市,津山市下野田,
8024,野村,,津山市,津山市野村,
8025,乗井口,,津山市,津山市大篠,
8026,羽賀,,津山市,津山市市場,
8027,橋本前,,津山市,津山市阿波,
8028,長谷,,津山市,津山市南方中,
8029,八ヶ原,,津山市,津山市田熊,
8030,破堂,,津山市,津山市上横野,
8031,浜崎橋,,津山市,津山市押入,
8032,林田上公会堂前,,津山市,津山市林田,
8033,林田団地前,,津山市,津山市林田,
8034,林田町,,津山市,津山市林田町,
8035,林田郵便局前,,津山市,津山市林田,
8036,原,,津山市,津山市原,
8037,原口上,,津山市,津山市加茂町原口,
8038,原口下,,津山市,津山市加茂町原口,
8039,東一宮車庫,,津山市,津山市東一宮,
8040,東神戸,,津山市,津山市神戸,
8041,東栄橋,,津山市,津山市草加部,
8042,東小学校前,,津山市,津山市山北,
8043,東新町,,津山市,津山市東新町,
8044,東田辺,,津山市,津山市東田辺,
8045,東津山,,津山市,津山市川崎,
8046,東津山駅口,,津山市,津山市川崎,
8047,東野介代,,津山市,津山市野介代,
8048,東松原,,津山市,津山市川崎,
8049,東山方,,津山市,津山市山方,
8050,日上,,津山市,津山市日上,
8051,日上口,,津山市,津山市小桁,
8052,久宗農場前,,津山市,津山市中北上,
8053,久本公会堂,,津山市,津山市新野東,
8054,人神,,津山市,津山市日上,
8055,平福,,津山市,津山市平福,
8056,平福診療所口,,津山市,津山市平福,
8057,広戸北,,津山市,津山市市場,
8058,広戸神社前,,津山市,津山市大吉,
8059,広野小学校前,,津山市,津山市田熊,
8060,吹屋町,,津山市,津山市吹屋町,
8061,吹屋町アルネ前,,津山市,津山市吹屋町,
8062,福井,,津山市,津山市福井,
8063,福井上,,津山市,津山市福井,
8064,福本橋,,津山市,津山市阿波,
8065,藤の木,,津山市,津山市加茂町公郷,
8066,藤の木公会堂,,津山市,津山市加茂町公郷,
8067,伏見町,,津山市,津山市船頭町,
8068,古林田,,津山市,津山市川崎,
8069,ふれあい会館前,,津山市,津山市阿波,
8070,ふれあいセンター,,津山市,津山市田熊,
8071,文化センター北口,,津山市,津山市椿高下,
8072,法務局前,,津山市,津山市田町,
8073,北陵中学西口,,津山市,津山市大田,
8074,ほこの原,,津山市,津山市加茂町黒木,
8075,堀坂,,津山市,津山市堀坂,
8076,曲松,,津山市,津山市上田邑,
8077,政友,,津山市,津山市坪井上,
8078,松中公民館前,,津山市,津山市二宮,
8079,松原中,,津山市,津山市二宮,
8080,松原向,,津山市,津山市川崎,
8081,マルイ高野店前,,津山市,津山市高野山西,
8082,マルナカ院庄店,,津山市,津山市院庄,
8083,万代,,津山市,津山市上田邑,
8084,三浦,,津山市,津山市三浦,
8085,水田医院前,,津山市,津山市南新座,
8086,道の駅久米の里,,津山市,津山市宮尾,
8087,南方中,,津山市,津山市南方中,
8088,南小学校前,,津山市,津山市昭和町２丁目,
8089,南小口,,津山市,津山市昭和町２丁目,
8090,南畝,,津山市,津山市一色,
8091,三成,,津山市,津山市中北下,
8092,美作河井駅,,津山市,津山市加茂町山下,
8093,美作千代駅入口,,津山市,津山市久米川南,
8094,美作大学前,,津山市,津山市北園町,
8095,宮尾,,津山市,津山市宮尾,
8096,宮東,,津山市,津山市下高倉西,
8097,宮部,,津山市,津山市宮部下,
8098,宮脇町,,津山市,津山市宮脇町,
8099,妙原,,津山市,津山市妙原,
8100,美和山古墳前,,津山市,津山市二宮,
8101,室尾,,津山市,津山市加茂町青柳,
8102,めぐみ荘,,津山市,津山市加茂町小中原,
8103,元魚町商店街,,津山市,津山市下紺屋町,
8104,物見奥,,津山市,津山市加茂町物見,
8105,物見北,,津山市,津山市加茂町物見,
8106,籾保,,津山市,津山市籾保,
8107,八子,,津山市,津山市山北,
8108,安井,,津山市,津山市安井,
8109,安井二,,津山市,津山市安井,
8110,弥谷下,,津山市,津山市大篠,
8111,弥谷中,,津山市,津山市大篠,
8112,奴通り商店街入口,,津山市,津山市鍛治町,
8113,矢野,,津山市,津山市上横野,
8114,山形,,津山市,津山市新野山形,異字注意
8115,山方,,津山市,津山市山方,異字注意
8116,山形中,,津山市,津山市西中,
8117,山形西,,津山市,津山市新野山形,
8118,山北,,津山市,津山市山北,
8119,山田口,,津山市,津山市上横野,
8120,山西簡易郵便局前,,津山市,津山市高野山西,
8121,山西口（二宮）,,津山市,津山市二宮,
8122,山西口（高野山西）,,津山市,津山市高野山西,
8123,山西公会堂,,津山市,津山市高野山西,
8124,山西工業団地前,,津山市,津山市高野山西,
8125,山根,,津山市,津山市中北上,
8126,やよい団地前,,津山市,津山市沼,
8127,油木上,,津山市,津山市油木上,
8128,油木北,,津山市,津山市油木北,
8129,油木下,,津山市,津山市油木北,
8130,湯元,,津山市,津山市加茂町百々,
8131,洋学資料館口,,津山市,津山市東新町,
8132,横野谷口,,津山市,津山市上横野,
8133,横野農協前,,津山市,津山市上横野,
8134,横山,,津山市,津山市横山,
8135,横山上,,津山市,津山市横山,
8136,吉田,,津山市,津山市西吉田,
8137,楽万,,津山市,津山市中北上,
8138,リージョンセンター前,,津山市,津山市大田,
8139,れんげ台団地口,,津山市,津山市野介代,
8140,れんげ台団地前,,津山市,津山市野介代,
8141,労住団地入口,,津山市,津山市志戸部,
8142,JA早島町支店前,,都窪郡早島町,都窪郡早島町前潟,
8143,イトーピア,,都窪郡早島町,都窪郡早島町矢尾,
8144,噂島西,,都窪郡早島町,都窪郡早島町早島,
8145,噂島東,,都窪郡早島町,都窪郡早島町早島,
8146,オアシス早島,,都窪郡早島町,都窪郡早島町前潟,
8147,大池,,都窪郡早島町,都窪郡早島町早島,
8148,大隅,,都窪郡早島町,都窪郡早島町前潟,
8149,大谷荘,,都窪郡早島町,都窪郡早島町若宮５,
8150,小浜の樋,,都窪郡早島町,都窪郡早島町早島,
8151,片田,,都窪郡早島町,都窪郡早島町早島,
8152,金田,,都窪郡早島町,都窪郡早島町早島,
8153,金田口,,都窪郡早島町,都窪郡早島町早島,
8154,久々原駅,,都窪郡早島町,都窪郡早島町前潟,
8155,下野,,都窪郡早島町,都窪郡早島町早島,
8156,コンベックス,,都窪郡早島町,都窪郡早島町矢尾,
8157,コンベックス岡山,,都窪郡早島町,都窪郡早島町矢尾,
8158,コンベックス岡山西,,都窪郡早島町,都窪郡早島町矢尾,
8159,コンベックス西,,都窪郡早島町,都窪郡早島町矢尾,
8160,三軒地公民館,,都窪郡早島町,都窪郡早島町前潟,
8161,三の割踏切北,,都窪郡早島町,都窪郡早島町前潟,
8162,紫苑ハウス前,,都窪郡早島町,都窪郡早島町前潟,
8163,塩津,,都窪郡早島町,都窪郡早島町早島,
8164,下の割,,都窪郡早島町,都窪郡早島町前潟,
8165,下前潟公民館北,,都窪郡早島町,都窪郡早島町前潟,
8166,小学校前,,都窪郡早島町,都窪郡早島町早島１２７２,
8167,城山,,都窪郡早島町,都窪郡早島町早島,
8168,新屋敷,,都窪郡早島町,都窪郡早島町矢尾,
8169,中学校北,,都窪郡早島町,都窪郡早島町早島,
